player_id,player_name,label,age,club,origin_median,current_median,step,save_pct_mean,save_pct_median,save_pct_std,save_pct_min,save_pct_max,psxg_delta_mean,psxg_delta_median,psxg_delta_std,psxg_delta_min,psxg_delta_max,catches_mean,catches_median,catches_std,catches_min,catches_max,long_pass_acc_mean,long_pass_acc_median,long_pass_acc_std,long_pass_acc_min,long_pass_acc_max,sweeper_actions_mean,sweeper_actions_median,sweeper_actions_std,sweeper_actions_min,sweeper_actions_max,errors_mean,errors_median,errors_std,errors_min,errors_max,matches_count,shot_stopping_consistency,distribution_consistency,overall_consistency,overall_performance_variance,player_name_from_matches,matches_count_from_matches,shot_stopping_score,handling_score,distribution_score,sweeping_score,reliability_score,consistency_score,current_score
17234.0,Hervé Koffi,PLAYS,29.0,Angers SCO,0.67107149,0.7712210150000001,0.100149525,0.826105806590909,0.86218182,0.12115553638382236,0.34989816,0.9985874,0.3031354976271842,0.30250662500000003,1.1153487754125975,-2.429363,2.8195438,0.13525008278947367,0.125,0.10471084467309812,0.0,0.5,0.4495046825,0.422619045,0.2559221915375421,0.0,1.0,0.8435529486842106,1.0,1.178428069550337,0.0,6.0,10.08108108108108,10.0,4.222434397348423,2.0,22.0,76,0.6182521558982099,0.2559221915375421,0.7795071886132257,0.7795071886132257,Hervé Koffi,76,52.696353931360704,54.15274124872919,47.40748326499958,49.3595509736496,52.37970963047071,43.2914747081194,51.37123828499766
23064.0,Patrick Drewes,PLAYS,33.0,VfL Bochum,0.710514535,0.82647051,0.1159559750000001,0.9115501681818181,0.92759496,0.07247962074681862,0.7900342,0.99194694,0.23260573398749998,0.060850515,0.5340412782976854,-0.33910918,1.6129422,0.08222577179166667,0.07692308,0.07033501963957586,0.0,0.2,0.48381574916666664,0.43650794,0.18412759444426055,0.25,0.8333333,1.5833333333333333,1.0,1.7424786610050556,0.0,6.0,12.5,14.0,5.587252572091924,4.0,23.0,24,0.303260449522252,0.18412759444426055,1.0012404360059068,1.0012404360059068,Patrick Drewes,24,56.194363581176795,49.24218205633876,54.797733736052706,53.51661865971393,55.07915620368409,44.399117691134336,51.41073498427109
27683.0,Zion Suzuki,PLAYS,23.0,Parma Calcio 1913,0.614975735,0.82,0.2050242649999999,0.9032078,0.9032078,0.02987724140411894,0.8820814,0.9243342,-0.635178675,0.0,1.3322172820357105,-3.0,1.10992,0.24166666999999997,0.24166666999999997,0.1296362479315789,0.15,0.33333334,0.5476190649999999,0.5476190649999999,0.16835877998544188,0.42857143,0.6666667,0.125,0.0,0.3535533905932738,0.0,1.0,10.5,11.5,5.0426750270636544,4.0,18.0,8,0.6810472617199147,0.16835877998544188,3.633636126685473,3.633636126685473,Zion Suzuki,8,55.80133329592622,75.58553820560797,57.60521072783205,40.27026262777226,51.3145278508685,37.627666852239045,50.49937312785942
31713.0,Fabian de Keijzer,PLAYS,25.0,Heracles Almelo,0.433012,0.6917069149999999,0.2586949149999999,0.8152479833333333,0.8587414849999999,0.13062504251276547,0.6438752,0.93248874,-0.03278052181818183,-0.23023403,0.9709562477051339,-1.5262413,1.433207,0.0901348660909091,0.1,0.09229055782057345,0.0,0.25,0.305977855,0.27272728,0.16008798846755198,0.071428575,0.5714286,0.8181818181818182,1.0,0.7507571935295484,0.0,2.0,17.727272727272727,19.0,7.68232919225555,7.0,27.0,11,0.5507906451089497,0.16008798846755198,2.5811077733822305,2.5811077733822305,Fabian de Keijzer,11,50.10603685143083,47.51608865431524,40.740750040068384,45.85694801697373,62.03973063982812,46.390634748710504,50.00763375533037
43239.0,Jari De Busser,PLAYS,26.0,Go Ahead Eagles Deventer,0.34851325,0.6917069149999999,0.3431936649999999,0.8315222070588235,0.8455293,0.10344951104282087,0.65466046,0.9979125,0.31304947066666666,0.34790587,0.6619987852680134,-1.0516983,1.7785546,0.11785374503703704,0.11111111,0.10062944081879051,0.0,0.33333334,0.4583211655555555,0.42857143,0.2371198622346622,0.0,1.0,1.5185185185185186,1.0,1.451004171397555,0.0,5.0,9.333333333333334,9.0,4.77976504089415,2.0,21.0,27,0.3827241481554171,0.2371198622346622,0.6624939912977029,0.6624939912977029,Jari De Busser,27,52.08468604486447,52.846583284940664,51.03032658145914,58.927199630940535,50.32700647550509,44.67479529162929,51.16266547804269
47231.0,Filip Stanković,PLAYS,24.0,Venezia FC,0.6917069149999999,0.82,0.128293085,0.8514635165217391,0.873075,0.08678830979732957,0.7171111,0.98776925,-0.12539786181818183,-0.36862767,1.1845398103292115,-2.4527087,2.844552,0.08322210254545455,0.06666667,0.08605776126052783,0.0,0.36363637,0.34114681999999996,0.33333334,0.17281888480464797,0.0,0.6,1.0909090909090908,1.0,0.9799118698777318,0.0,4.0,14.575757575757576,14.0,5.733837627574916,3.0,27.0,33,0.6356640600632706,0.17281888480464797,1.224730846334607,1.224730846334607,Filip Stanković,33,50.92804282893711,46.188046326031525,46.09742533610196,53.52408755729257,60.89470403800201,44.783897049085944,50.18245996348455
52669.0,Andrija Katic,PLAYS,24.0,AS Trencin,0.34917809,0.528078685,0.178900595,0.8019615208333333,0.828657175,0.08602680269342981,0.6452275,0.9140347,-0.2995591737037037,-0.1549511,0.8973696018550094,-2.7412667,1.7290406,0.116949546,0.11111111,0.10751538853227421,0.0,0.33333334,0.4998931707692308,0.5,0.23634098891937308,0.0,1.0,0.7784168814814815,1.0,0.9338634113084916,0.0,4.0,7.074074074074074,7.0,3.882167573820722,1.0,16.0,27,0.49169820227421956,0.23634098891937308,0.6190226694441232,0.6190226694441232,Andrija Katic,27,45.246200331557006,51.7338110413664,57.3644801484022,49.487108187905434,42.67767530386597,43.16268065050644,51.486729712578715
53364.0,Taishi Brandon Nozawa,PLAYS,23.0,Royal Antwerpen FC,0.614975735,0.67107149,0.0560957549999999,0.7815768568181819,0.79524705,0.15293339847561577,0.4147999,0.9987012,0.18565373133333332,0.044531584,0.9413705904525167,-1.3848633,3.487897,0.07546659468627451,0.071428575,0.06686942358881247,0.0,0.25,0.3452676176470588,0.36363637,0.22075295595239464,0.0,1.0,1.2549019607843137,1.0,1.1461786467196455,0.0,4.0,10.745098039215685,11.0,4.740646104719911,3.0,25.0,51,0.5471519944640663,0.22075295595239464,0.83345884179845,0.83345884179845,Taishi Brandon Nozawa,51,48.16414606588572,48.96902843973658,48.98613572643285,48.471602523229684,48.16491925958806,44.35952270254134,54.776770943347955
53929.0,Matous Trmal,PLAYS,27.0,FK Teplice,0.345279435,0.528078685,0.1827992499999999,0.7948990927083334,0.801647525,0.15683081545626112,0.47450185,0.9876465,0.07529483853125,-0.023242235,0.9450563182884135,-2.1443326,2.358665,0.10190156728125,0.11111111,0.08783315173718519,0.0,0.33333334,0.3378492220655738,0.33333334,0.22760708431871002,0.0,1.0,1.171875,1.0,1.2916666666666667,0.0,6.0,12.171875,12.0,5.4932994898980585,3.0,24.0,64,0.5509435668723374,0.22760708431871002,1.0134864987047316,1.0134864987047316,Matous Trmal,64,47.260051870133246,49.682929433036996,42.75705793864761,50.899266064812615,55.028738995062554,43.85371094262805,51.14905208822889
54674.0,Dominik Holec,PLAYS,31.0,FC Banik Ostrau,0.345279435,0.528078685,0.1827992499999999,0.8737083278787878,0.90529114,0.09474219393727505,0.6679385,0.9861055,0.14925625576666665,0.013487816,0.8879743321207567,-1.8374081,2.3315694,0.09683499548333334,0.07738095549999999,0.09545900606415177,0.0,0.5,0.5417276011666666,0.5555556,0.17081583097349418,0.1,0.875,1.2166666666666666,1.0,1.391154461037047,0.0,6.0,13.55,13.0,5.113707070218238,2.0,26.0,60,0.49135826302901586,0.17081583097349418,0.873942525444663,0.873942525444663,Dominik Holec,60,52.287744503931016,48.94962187724976,55.362422372478065,51.161652597834475,58.615286413822304,44.90382246955842,52.5404965521142
60809.0,Andrea Hoxha,PLAYS,26.0,FC 08 Villingen,0.26403716,0.405667995,0.141630835,0.8654758471428572,0.84718555,0.041964811890400376,0.82433504,0.94447464,0.43537024166666666,0.4390848,0.8829143171087213,-1.3583945,1.9787977,0.08209542166666667,0.083916085,0.0669140337182396,0.0,0.22222222,0.47411117166666666,0.46886447,0.17156772943597962,0.22222222,0.8333333,0.6666666666666666,1.0,0.4923659639173309,0.0,1.0,13.833333333333334,14.0,5.042245771899901,7.0,25.0,12,0.4624395644995608,0.17156772943597962,0.9119074013535529,0.9119074013535529,Andrea Hoxha,12,54.632190511818685,46.781928732438104,51.94897888011032,42.69658991973789,54.98302139277174,45.09052388771825,54.16202824392244
63983.0,Luca Petzold,PLAYS,24.0,Bahlinger SC,0.28719256,0.405667995,0.1184754349999999,0.67719562375,0.664003405,0.07523016303721042,0.5670613,0.785576,0.10088984762499999,0.049291771,0.7301178554747664,-1.2880166,1.5874132,0.07610496225,0.07179487500000001,0.07631521756048122,0.0,0.22222222,0.519247981875,0.472222225,0.21057703658263444,0.23076923,0.875,1.375,1.0,1.2583057392117916,0.0,4.0,10.25,10.0,6.308724118235001,3.0,25.0,16,0.4026740092559884,0.21057703658263444,1.6173660314528329,1.6173660314528329,Luca Petzold,16,43.887705690305424,46.27231382359704,54.86206870171563,49.981837850534795,47.909437757899326,43.73707448075528,51.77293074143722
102767.0,Nacho Miras,PLAYS,28.0,KV Mechelen,0.34851325,0.67107149,0.32255824,0.7879151704545454,0.84367635,0.17258599501482527,0.41268066,0.9899218,0.21619558702564104,0.19398582,0.7671469383145945,-1.2334735,2.1898608,0.08551219166666667,0.071428575,0.08860414922433474,0.0,0.30769232,0.4206978248717949,0.5,0.28745685111922026,0.0,1.0,0.717948717948718,1.0,0.7930194777165229,0.0,3.0,7.17948717948718,6.0,3.851669459446294,1.0,19.0,39,0.4698664666647099,0.28745685111922026,0.5915199039639198,0.5915199039639198,Nacho Miras,39,48.7938091651079,47.71209134733794,49.31243331379464,47.810417360875455,43.66765289912867,43.72231283715715,51.53380418231126
106592.0,Antonín Kinský,PLAYS,22.0,SK Slavia Prag,0.345279435,0.528078685,0.1827992499999999,0.8308500055555555,0.92899823,0.13676325045058146,0.61543083,0.9815908,0.352626300375,0.4466556,0.579968684286623,-0.803092,1.0382564,0.1351801816875,0.14039409,0.10745842359701928,0.0,0.33333334,0.44118045625,0.358288785,0.21765775357975606,0.09090909,1.0,1.0,1.0,0.7184212081070996,0.0,2.0,12.6875,12.0,4.934653630358762,5.0,22.0,32,0.3583659673686022,0.21765775357975606,0.8531373042121692,0.8531373042121692,Antonín Kinský,32,51.88404653057087,53.3514087554018,47.5857205047183,49.69453672187339,56.317255831060976,44.61048816238198,49.905575132922124
116723.0,Pavlo Isenko,PLAYS,22.0,Universitatea Craiova,0.401354885,0.456571,0.055216115,0.8220423735897435,0.866748,0.15595410036177484,0.35988128,0.99781466,-0.0785942205862069,0.046598663,0.811922002588059,-2.4327955,1.5888405,0.10694546494827585,0.1,0.09231032617738552,0.0,0.4,0.3660270805172414,0.348484855,0.20872712895334955,0.0,0.8333333,0.7586206896551724,0.0,0.9235770435398999,0.0,3.0,9.517241379310345,9.0,4.044668916298124,2.0,20.0,58,0.4839380514749169,0.20872712895334955,0.505895812382543,0.505895812382543,Pavlo Isenko,58,49.833201910802565,49.90900482212886,47.524404914199245,48.59824951669898,51.62453686442999,43.914272751233504,49.674173249493954
117339.0,Maximilian Weisbäcker,PLAYS,24.0,1. FC Schweinfurt 05,0.28719256,0.557671055,0.270478495,0.7752178750000001,0.9164825249999999,0.38430030504657,0.0,0.99202955,-0.08237691416666666,0.016406775,1.0284183342429822,-2.2604656,1.6985861,0.2466807075,0.149456525,0.3136463183364215,0.0,1.0,0.4590277825,0.422619045,0.2695377606658283,0.0,1.0,1.0833333333333333,1.0,0.7929614610987591,0.0,2.0,10.181818181818182,12.0,5.528438872198586,2.0,19.0,12,0.7063593196447762,0.2695377606658283,1.237048759743918,1.237048759743918,Maximilian Weisbäcker,12,46.842607074229676,67.39076021898605,50.77472752504936,46.82245372648347,47.71193366016076,42.344985075272,51.57165772338558
126428.0,Justin Heekeren,PLAYS,25.0,FC Schalke 04,0.34851325,0.710514535,0.3620012849999999,0.811581145,0.8276903,0.08955769752140612,0.66622573,0.89883,0.09934361285714287,0.39712894,0.8212738119926896,-1.9535451,0.94588494,0.15133761114285713,0.11111111,0.16999712297811548,0.0,0.6666667,0.5012884028571428,0.5,0.1878885714577724,0.14285715,0.85714287,1.0714285714285714,1.0,1.0716117059605352,0.0,4.0,12.357142857142858,11.5,5.415180128506883,4.0,22.0,14,0.4554157547570478,0.1878885714577724,0.9652110587889722,0.9652110587889722,Justin Heekeren,14,49.05727410790486,57.9558222326541,53.42344422939864,52.72992412709227,59.65002782817045,43.13010612687076,52.02218748827953
133147.0,Gasper Tratnik,PLAYS,26.0,Motor Lublin,0.383098135,0.6288633,0.245765165,0.8199115533333334,0.85044515,0.1216014327686855,0.45477408,0.97093385,0.1261052946,0.10044583,0.7009269249495045,-1.5716898,1.5731313,0.08671816842857143,0.0625,0.10258717449824784,0.0,0.4,0.35515873454545455,0.33333334,0.27511732933782046,0.0,1.0,0.8857142857142857,1.0,1.050810011692061,0.0,4.0,7.771428571428571,8.0,3.63063528945583,2.0,17.0,35,0.411264178859095,0.27511732933782046,0.4786314505898339,0.4786314505898339,Gasper Tratnik,35,50.43560985582375,49.29855708187071,47.24263753649173,50.039028123341225,49.434155990641024,45.125199792941864,49.65137226508937
146112.0,Georgiy Yermakov,PLAYS,23.0,Maccabi Haifa,0.401354885,0.5,0.098645115,0.7623767095833333,0.7813,0.17451943463417005,0.29554775,0.9745564,0.09037734616216216,0.17356157,0.824813302544434,-2.0848932,2.1051192,0.09272229235135136,0.083333336,0.08417336009190857,0.0,0.30769232,0.41549298756756753,0.4,0.18270499961240153,0.0,0.8,0.7837837837837838,0.0,1.083593177430614,0.0,5.0,10.594594594594595,10.0,5.235877616447352,3.0,23.0,37,0.499666368589302,0.18270499961240153,1.0738875367304384,1.0738875367304384,Georgiy Yermakov,37,48.90315283987026,48.29634971938516,50.747194502228155,48.64026799712225,54.65402244572019,43.37452432527026,50.31144011583084
